input_text	target_text
Colby	콜비
steapsin	스테압신
Littlefield	리틀필드
Seiad Valley	시애드 밸리
Elmore County	엘모어 카운티
casting	캐스팅
John Paul	존 폴
Chalmers	찰머스
Hurst	허스트
key	키
St. Georges	세인트 조지스
Aegina	아이기나
Donaldson	도널드슨
Grimm	그림
Brooksville	브룩스빌
Pahiatua	파히아투아
screw pump	스크루펌프
Castro County	카스트로 카운티
Glenn Heights	글렌하이츠
marmalade	마멀레이드
chicle	치클
Moslem	모슬렘
gauge	게이지
Allagash	알라가시
Lanier	러니어
McCarr	맥카
Delray	델레이
box coat	박스코트
Charles	찰스
loose	루스
Kimberly	킴벌리
Andrew	앤드루
gram	그램
West University Place	웨스트 유니버시티 플레이스
Cromwell	크롬웰
Walcott	월코트
White River	화이트 리버
search engine	서치 엔진
Martin County	마틴 카운티
Wolfgang	볼프강
block system	블록시스템
Menandros	메난드로스
Newhope	뉴호프
Olympic Cup	올림픽컵
mixtape	믹스테이프
North Reading	노스 리딩
biometry	바이오메트리
Genesee County	제네시 카운티
franklinite	프랭클리나이트
Ninian Martin	니니언 마틴
list	리스트
file	파일
Normandy	노르망디
waitress	웨이트리스
Montrose	몬트로즈
double bogey	더블보기
New Lebanon	뉴 레바논
Stoke on Trent	스토크온트렌트
Yarmouth	야머스
Victor	빅터
radio duct	라디오덕트
Flower Mound	플라워 마운드
Lynnview	린뷰
Phil	필
discount sale	디스카운트세일
Kean	킨
Ancho	앤초
Larsen	라슨
heterosis	헤테로시스
Little Rock	리틀록
Seville	세빌
loss time	로스타임
Hoffa	호파
curtain call	커튼콜
Progresso	프로그레소
Crary	크레리
echo organ	에코오르간
Sholes	숄스
Wentzville	웬츠빌
jaz drive	재즈드라이브
Broadwell	브로드웰
opal	오팔
Chesterville	체스터빌
Mica	미카
Millersview	밀러즈뷰
Spanish Flat	스패니쉬 플랫
Montana	몬태나
North Kingstown	노스 킹스타운
Matagorda County	마타고르다 카운티
Oak Valley	오크밸리
Torres	토러스
Goodwell	굳웰
Republican City	리퍼블리컨시티
Beza	베자
github	깃허브
Athens	애선스
Cancun	칸쿤
brachiosaurus	브라키오사우루스
southpaw	사우스포
Puyallup	퓨알럽
synapse	시냅스
Lincolnshire	링컨셔
Dawes County	도스 카운티
Schlaf	슐라프
neomycin	네오마이신
Sweden	스웨덴
sports car	스포츠카
Copland	코플런드
Bellevue	벨뷰
Shoreline	쇼어라인
iontophoresis	이온토포레시스
beat	비트
knickers	니커스
Raymond	레이먼드
Guthrie	거스리
Lichtenberg	리히텐베르크
rod mill	로드밀
OHP	오에이치피
Hickory County	히커리 카운티
Ford	포드
carat	캐럿
Walker	워커
Robert Hofstadter	로버트 호프스태터
mesotherapy	메소세러피
Howard	하워드
Warren County	워런 카운티
Heyworth	헤이워스
Bee Spring	비스프링
Keuchel	카이클
mud	머드
Grand Island	그랜드아일랜드
Mitchell County	미첼 카운티
colloid ion	콜로이드이온
ammonium ion	암모늄 이온
Patten	패튼
Paine	페인
Red River	레드 리버
Mandelbrot	망델브로
Williston	윌스턴
Cool	쿨
cathexis	카섹시스
Carbon	카본
Thomasius	토마지우스
Moody	무디
Dallas	댈러스
Malebranche	말브랑슈
Peace Valley	피스 밸리
programming	프로그래밍
Polk County	포크 카운티
Cades	카데스
La Scala	라스칼라
Mercer	머서
Franklin	프랭클린
Theodore	시어도어
New Germany	뉴 저머니
Brooklyn	브루클린
Ontonagon County	온터나건 카운티
gas tank	가스탱크
air port	에어포트
chloritoid	클로리토이드
Berlin	베를린
Gore	고어
Grove	그로브
Denis	드니
doorman	도어맨
sex check	섹스체크
resort	리조트
BTN	비티엔
Meekatharra	메카타라
shovel loader	셔블로더
Geneseo	제너시오
Margaret	마거릿
Eurasia	유라시아
Morrell	모렐
Catholic	카톨릭
Abdi Abdirahman	압디 압디라만
Buffalo	버펄로
Elkhart	엘크하트
Hickory	히커리
Greenland	그린랜드
New Plymouth	뉴 플리머스
short ton	쇼트톤
O'Brion	오브라이언
russell	러셀
Gombrowicz	곰브로비치
Beowulf	베어울프
scenario	시나리오
Hindsville	하인즈빌
Mineral	미네랄
cupferron	쿠페론
Tampa	탬파
vigour	비거
Java	자바
Union Jack	유니언잭
Calvin	캘빈
Annapolis	아나폴리스
Springboro	스프링버러
paca	파카
Sardes	사르데스
White Plains	화이트 플레인스
mho	모
millimeter	밀리미터
Gilmore	길모어
home run	홈런
Fred	프레드
paddock	패덕
Unicoi	유니코이
Heard	허드
Ellesmere	엘즈미어
milk	밀크
dimethyl ether	디메틸에테르
Richard	리처드
drum	드럼
Orleans	올리언스
side out	사이드 아웃
Blodgett	블로젯
H cable	에이치 케이블
skin	스킨
Early bird	얼리버드
Ashland	애슐랜드
Robert	로버트
Whites School	화이츠스쿨
border	보더
Bowie	보위
leader	리더
serve	서브
Samantha	서맨사
dolomite	돌로마이트
New Deal	뉴딜
Songhay	송하이
Bertrand	버트랜드
Ferney	퍼니
New Haven	뉴헤이븐
Fra	프라
Boyd	보이드
Bibb City	빕 시티
Bush	부시
Jake	제이크
Paton	페이턴
Manter	맨터
Paynes	페인즈
Rudolph	루돌프
Kellogg	켈로그
Wahoo	와후
Knightdale	나이트데일
Verdun	베르됭
Harlem	할렘
chabasite	차바사이트
Cazenovia	카제노비아
Hinds County	힌즈 카운티
Kings Mountain	킹스 마운틴
cap	캡
Fort Smith	포트스미스
Cable	케이블
Newbury	뉴베리
Milledgeville	밀리지빌
Granite Falls	그래나이트 폴스
CCIR	시시아이아르
Dakota City	다코타 시티
Serah	세러
FitzGerald	피츠제럴드
Joanne	조앤
Poetry	포이트리
Ella	엘라
Concord	콩코드
River Hills	리버힐스
Hamburg	햄버그
center scrum	센터스크럼
cinema drama	시네마드라마
chart	차트
Calvin Richard	캘빈 리처드
Ivanhoe	아이반호
Sydney	시드니
Martin	마틴
kilogrammeter	킬로그램미터
Jaimee Claxton	제이미 클랙스턴
Orange	오렌지
Coarsegold	코어스골드
Moldova	몰도바
Owens	오언스
Wallsburg	월즈버그
Sumarokov	수마로코프
Sterling Park	스털링 파크
Santa Cruz	산타크루스
Hearst	허스트
Bond	본드
Superman	슈퍼맨
scale	스케일
right half	라이트하프
Deller	델러
Sully County	설리 카운티
Hartley	하틀리
Sumner	섬너
rpm	아르피엠
Raleigh	롤리
direct kill	디렉트킬
Redbird	레드버드
Lafayette	라피엣
crusher	크러셔
Boring	보링
Dixon	딕슨
Narrows	내로스
hazard	해저드
set position	세트포지션
Villa Nova	빌라 노바
triglyph	트리글리프
Bassfield	배스필드
Hanna	한나
master	마스터
Bowman	보먼
Oriska	오리스카
Amanda	아만다
Valle	발리
new cinema	뉴시네마
merit	메리트
Iowa Colony	아이오와콜로니
Caney	캐니
Thermal	더말
ECOSOC	이시오에스오시
Hensen	헨젠
Green Round	그린라운드
Hood County	후드 카운티
isometrics	아이소메트릭스
vision	비전
Moses Lake	모세 레이크
East Point	이스트포인트
Lincoln County	링컨 카운티
Burlington	벌링턴
Ellisville	엘리스빌
Starlight	스타라이트
aneroid	아네로이드
Wolford	월포드
Pleasantville	플레전트빌
Delta	델타
Cravenette	크래버넷
Walden	월든
Wayne County	웨인 카운티
Canton	캔턴
Eads	이즈
Vickrey	비크리
crutch	크러치
Chafee	체이피
Celotex	셀로텍스
Putnam County	퍼트넘 카운티
Capitola	카피톨라
Beaufort County	보퍼트 카운티
Wood Buffalo	우드버펄로
Bonds	본즈
Spielberg	스필버그
ebonite	에보나이트
Russell	러셀
Aretha	어리사
Grayridge	그레이리지
Petersburgh	피터스버
Schiavo	샤이보
gonadotropin	고나도트로핀
Castroville	캐스트로빌
Savannah	서배너
finger bowl	핑거볼
Bowman County	보먼 카운티
Purdy	퍼디
Imperial	임페리얼
Bond	본드
Richard	리처드
Assur	아수르
Fisher County	피셔 카운티
Huntley	헌틀리
check card	체크카드
Marion	매리언
Southlake	사우스레이크
Evansville	에반스빌
Narbonensis	나르보넨시스
Hamilton County	해밀턴 카운티
Lewistown	루이스타운
Sanderling	샌더링
black market	블랙마켓
Tampa	탬파
Fairmont	페어몬트
sound box	사운드 박스
Hardin	하딘
Bolivia	볼리비아
WFP	더블유에프피
Westminster	웨스트민스터
Hilo	힐로
outline	아우트라인
Sinclair	싱클레어
Onalaska	오널래스카
Dmitri	드미트리
Riley	라일리
half volley	하프발리
Leo	레오
Sledge	슬레지
Allport	올포트
Sampson County	샘슨 카운티
Italy	이탈리아
Shenandoah	셰넌도어
Port Washington	포트 워싱턴
Tuscarora	투스카로라
Redding	레딩
Knox	녹스
NANA	나나
Sneedville	스니드빌
Berwyn	버윈
Clay County	클레이 카운티
sumac	수마크
Tomcat	톰캣
Georgia	조지아
styling	스타일링
Mary	메리
Freyja	프레이야
Follett	폴릿
synchronize	싱크로나이즈
Sapulpa	새펄파
Phillip A. Sharp	필립 샤프
collection bill	컬렉션빌
cocktail	칵테일
rhapsody	랩소디
Jacksons' Gap	잭슨스갭
waffle	와플
Tilden	틸든
Laurana	라우라나
Naples	네이플스
sherbet	셔벗
Randall	랜들
Schakowsky	셔카우스키
Licking County	리킹 카운티
Frank	프랭크
Rubenstein	루벤스타인
Kaufman	코프먼
Wyandotte	와이언도트
Tioga	타이오가
Union County	유니언 카운티
Hitchcock	히치콕
Ringgold	링골드
Russell Springs	러셀 스프링스
Trichomonas	트리코모나스
Pithecanthropus erectus	피테칸트로푸스에렉투스
nobilitas	노빌리타스
Pierson	피어슨
Red Power	레드파워
Nashua	내슈아
Tallahassee Yuchi	톨라해시 유치
work wear	워크 웨어
Wabeno	와비노
Jarvis	자르비스
Gallaway	갤러웨이
Blackwater	블랙워터
Hovland	호블랜드
Leonard	레너드
peak	피크
Wheeler Dam	휠러
DuPont Springs	듀폰트스프링스
Amerigo Vespucci	아메리고 베스푸치
camera	카메라
Philon	필론
La Fox	라 폭스
Thomson	톰슨
Cato	케이토
Jaluit	잴루잇
Navarro	나바로
Ronald Reagan	로널드 레이건
internet banking	인터넷뱅킹
symbolic logic	심벌릭로직
Baldwin	볼드윈
New Tazewell	뉴터즈웰
dialysis	다이알리시스
Gandhi	간디
Darwin	다윈
Atlantic City	애틀랜틱시티
John	존
Ross	로스
Joseph	조지프
Newport	뉴포트
Abbott	애보트
Cole	콜
club	클럽
Otis	오티스
Genlee	젠리
drawers	드로어즈
Red Oak	레드오크
Black Lake	블랙 레이크
Kenney	케니
Lorida	로리다
Blairsville	블레어스빌
Browne	브라운
tectonics	텍토닉스
Placedo	플라시도
Louis	루이
Hobbs	홉스
coffee shop	커피숍
St. Lawrence	세인트 로렌스
Everglades City	에버글레이즈시티
New Paltz	뉴 팔츠
Popov	포포프
tulip	튤립
Brunet	브뤼네
Desert Beach	데저트 비치
Roann	로언
Monterrey	몬테레이
Howard County	하워드 카운티
Obyan Beach	오비안비치
Everton	에버턴
Loyal	로열
Floydsburg	플로이즈버그
Loraine	러레인
Lemoyne	르모인
Marshall	마셜
Carbondale	카본데일
loop drive	루프드라이브
Calmette	칼메트
Clear Spring	클리어 스프링
Eric A. Cornell	에릭 코넬
ethylacetylene	에틸아세틸렌
Banning	배닝
New Britain	뉴브리튼
Shawnee	쇼니
taxi	택시
Stephens	스티븐스
Simpson	심프슨
Kortright	코트라이트
Kimberly	킴벌리
Kremlin	크레믈린
Cameron Parish County	캐머런 패리시
Sycamore	시커모어
Clyman	클라이먼
Osterman	오스터먼
Murraysville	머리스빌
Brillat-Savarin	브리야사바랭
varnish	바니시
Katherine	캐서린
Tao	타우
Wrangell-Petersburg Census Area	랭겔-피터즈버그 인구조사구역
Nut	누트
Blue Berry Hill	블루베리힐
Skiatook	스키아툭
Paul Adrien Maurice Dirac	폴 에이드리언 모리스 디랙
Sonora	서노라
St. Paul Park	세인트 폴 파크
Denmark	덴마크
Highlands	하이랜즈
Al	알
Grafton	그래프턴
James Langston	제임스 랭스턴
KS mark	케이에스 마크
high tempo	하이템포
Rock Creek	록크리크
Peterhead	피터헤드
Eliot	엘리엇
Arrieta	애리에타
Eitzen	잇젠
Demet-Barry	디밋배리
Mountain View	마운틴 뷰
Stuart	스튜어트
Greenfield	그린필드
Pulaski County	풀라스키 카운티
Taft	타프트
Ogden	오그던
Clowers Crossroads	클로워스 크로스로드
Mankato	맨카토
Manchester and Nashua	맨체스터 앤 내슈아
Benjamin	베냐민
James	제임스
Brooklyn	브루클린
Luverne	루번
Hebraism	헤브라이즘
civil minimum	시빌미니멈
Priestley	프리스틀리
Ashley	애슐리
Concho	콘초
S tectonite	에스 텍토나이트
TOEFL	토플
Sunbright	선브라이트
Gargantua	가르강튀아
Apple Springs	애플시프링스
Artie	아티
Jack	잭
Younger	영거
Gogebic County	고게빅 카운티
Cross Mountain	크로스마운틴
Warrenton	워런턴
Fremont	프리몬트
Cocos	코코스
Saavedra	사베드라
Reubens	루벤스
San Saba	샌새바
chest pass	체스트패스
Buhler	불러
Jordaens	요르단스
Xenia	세니아
Pomfret	폼프렛
Bruno Mars	브루노 마스
moral	모랄
design	디자인
Crenshaw	크렌쇼
Miyako	미야코
Oakley	오클리
River Bluff	리버 블러프
Podesta	포데스타
North Berwick	노스 버릭
Prague	프레이그
Argo	아르고
Loma Linda	로마 린다
tobralco	토브랄코
Signac	시냐크
Daniel	대니얼
Ellicott City	엘리코트 시티
George A. Akerlof	조지 애컬로프
sable	세이블
Princeton	프린스턴
Pritzker Architectural Prize	프리츠커 상
Chippewa County	치페와 카운티
Teller	텔러
Euboea	유비아
Hedy	헤디
Kipling	키플링
Port Sulphur	포트설퍼
polyester	폴리에스테르
William Spencer	윌리엄 스펜서
hot strip	핫스트립
Lamarck	라마르크
Crompton	크럼프턴
Virgil	버질
Greendale	그린데일
Jeff	제프
block chain	블록체인
Talos	탈로스
drag hit	드래그히트
Arrey	애리
West Union	웨스트 유니언
Bearcreek	베어크리크
Fraser	프레이저
Albert	앨버트
Mendota	멘도타
phenakistoscope	페나키스토스코프
Starr	스타
Niagara Falls	나이아가라폴스
Rippon	리펀
Lindsey	린지
Collinsville	콜린즈빌
hatching	해칭
altruism	앨트루이즘
Cherokee County	체로키 카운티
Kuropatkin	쿠로팟킨
Couples	커플스
Russell	러셀
after service	애프터 서비스
monochord	모노코드
Chris	크리스
Murray County	머리 카운티
COSPAR	코스파
tie tack	타이택
axolotl	아홀로틀
Driftwood	드리프트우드
marihuana	마리화나
San Augustine	샌오거스틴
Okee	오키
Pissarro	피사로
Ellis County	엘리스 카운티
Rockland	록랜드
Cherry	체리
Julia	줄리아
Brian	브라이언
Mitchell Kealey	미첼 킬리
Helena	헬레나
Abiquiu	애비퀴우
liner	라이너
trouble	트러블
Green Grove	그린 그로브
Kenyatta	케냐타
Iron Belt	아이언 벨트
Geary County	기어리 카운티
Huntsville	헌츠빌
Steinbrenner III	스타인브레너
Santa	산타
Mills	밀스
Butler	버틀러
semitone	세미톤
YANNI	얘니
rum	럼
Keystone Heights	키스톤하이츠
Benson	벤슨
Kirkland	커클랜드
coach	코치
Habersham County	하버샴 카운티
Manchester	맨체스터
Brenton	브렌턴
Broxton	브록스턴
glyoxysome	글리옥시솜
space chamber	스페이스체임버
marathon course	마라톤 코스
Tetris	테트리스
salariman	샐러리맨
Beulah	뷸라
Keith County	키스 카운티
viewpoint	뷰포인트
fund	펀드
concrete	콘크리트
sociogram	소시오그램
android	안드로이드
Rhine	라인
Hot Coal	핫 콜
Smithville	스미스빌
Emerson	에머슨
Amen-Ra	아멘라
davit	대빗
resol	레졸
Maltese	몰티즈
Sarah Jamieson	세라 제이미슨
Rhoda	로다
PTA	피티에이
Orion	오리온
Thompson	톰프슨
Grand Teton National	그랜드티턴
Orme	오르메
mark sheet	마크시트
Manhattan	맨해튼
push	푸시
Logan County	로건 카운티
Albion	알비온
carport	카포트
coil	코일
acacia	아카시아
shocking	쇼킹
Devine	더바인
Hastings	헤이스팅스
Eno	이노
Tim	팀
Youcef Abdi	유세프 압디
Francis Ford	프랜시스 포드
Stone House	스톤 하우스
Tierra del Sol	티에라 델 솔
Stuart Peter	스튜어트 피터
styrofoam	스티로폼
cycloid	사이클로이드
Wedgwood	웨지우드
thermostat	서모스탯
Mistry	미스트리
Saran	사란
Tarkington	타킹턴
Prather	프래더
Bigelow	비글로
Vienna	비엔나
Donald Rumsfeld	도널드 럼즈펠드
La Paz	라파스
tuba	튜바
Sidney	시드니
Hurst	허스트
Heber City	헤버 시티
New Santa Fe	뉴 산타 페
Medicine Lake	메디슨 레이크
Clinton	클린턴
play-off	플레이오프
White Hall	화이트홀
Midway	미드웨이
dollar shock	달러쇼크
chlortetracycline	클로르테트라시클린
dolly	달리
Bay Minette	베이 미네트
Hesler	헤슬러
Monroe	먼로
passometer	패소미터
Modrich	모드리치
Hood River County	후드리버 카운티
Lowry City	로리 시티
Forest Grove	포레스트 그로브
Newton Falls	뉴턴 폴스
Febvre	페브르
paul	폴
Unix	유닉스
Fenwick	펜윅
Rice	라이스
Timken	팀켄
Bradfordville	브래드포드빌
Stallone	스탤론
Boone	분
Henderson County	헨더슨 카운티
slide	슬라이드
Mirrlees	멀리스
Brookside	브룩사이드
Crosswick	크로스위크
Park Ridge	파크리지
heteroauxin	헤테로옥신
canto	칸토
Botallo	보탈로
Low Moor	로무어
Gerald Edelman	제럴드 에덜먼
Nadella	나델라
Barrett	바렛
Wayne County	웨인 카운티
jodhpurs	조퍼스
range finder	레인지파인더
Linda	린다
Alvarez	알바레스
Center Point	센터포인트
Churchill	처칠
Hahnemann	하네만
alarm	알람
medal	메달
Raleigh	롤리
Geoff	제프
Madurai	마두라이
Brashov	브라쇼브
tubular silhouette	튜뷸러실루엣
Warren	워런
Harper County	하퍼 카운티
Sitka	싯카
Briony	브라이오니
New Lancaster	뉴 랭카스터
masjid	마스지드
Deschutes	더슈츠
Adam	애덤
Sandborn	샌드본
Pope	포프
audiphone	오디폰
element	엘리먼트
Oak Island	오크 아일랜드
Black Creek	블랙 크리크
piano accordion	피아노아코디언
EQ	이큐
Guion	기온
Tullahoma	털러호마
Aurantia	오란시아
Rathenau	라테나우
Mark	마크
Wyandotte County	와이언도트 카운티
Palomar	팔로마
fourth	포스
salad dressing	샐러드드레싱
Irondequoit	아이언데큇
McKenna	매케나
visual communication	비주얼커뮤니케이션
Savanna	서배너
monorail	모노레일
Kent County	켄트 카운티
NAYPYITAW	네피도
Columbus	콜럼버스
Sale Creek	세일크리크
Appalachia	애팔래치아
Maple Beach	메이플 비치
Bill	빌
Saugus	소거스
Orrville	오르빌
PR car	피아르카
Geraldine	제럴딘
Canyon Lake	캐년 레이크
collection	컬렉션
music minus one	뮤직마이너스원
Krakow	크라코프
Wambach	웜백
Lizard	리저드
Cotopaxi	코토팍시
synagogue	시나고그
Astair	애스테어
Diana	다이아나
sophia	소피아
Michel Perrault	미셸 페로
Jackson	잭슨
Minong	미농
Brown	브라운
Lewiston	루이스턴
Xerox journalism	제록스저널리즘
Brecknock	브레크녹
Nunn	넌
South Decatur	사우스 디케이터
Rovaniemi	로바니에미
Diaz	디아즈
Weakley County	위클리 카운티
Suncadia	선카디아
Psyche	프시케
Anderson	앤더슨
Apopka	어팝카
Rock Springs	록 스프링스
Dwight	드와이트
Saskatoon	새스커툰
Weldon	웰던
Goose Lake	구스 레이크
megaphone	메가폰
Augustinus	아우구스티누스
brake beam	브레이크빔
Amarillo	애머릴로
Nicholas	니컬러스
Vining	비닝
guanidine	구아니딘
on-line	온라인
laser memory card	레이저메모리카드
MacDowell	맥다월
handicap	핸디캡
patch	패치
Guntersville	건터스빌
Oaktown	오크타운
Terre Haute	테러호트
tile	타일
Belhaven	벨헤이븐
Josh	조시
dancer	댄서
gesture	제스처
Lorenzo de Medici	로렌초 데메디치
Windsor	윈저
Bombay	봄베이
obelia	오벨리아
methylnaphthalene	메틸나프탈렌
side-arm throw	사이드암스로
Bremen	브레멘
Sand Rock	샌드 락
Saranac	새러낵
Senior	시니어
Hibernia	히베르니아
Rosewood	로즈우드
beagle	비글
Washington Grove	워싱턴 그로브
Bradbury	브래드버리
Domhnall	도널
PWR	피더블유아르
Fayetteville	파이에트빌
Miller County	밀러 카운티
South Australia	사우스오스트레일리아
Tyrone	타이론
Nashua	내슈아
Clover	클로버
Dien Bien Phu	디엔비엔푸
slipper	슬리퍼
Kara Balgasun	카라발가순
Yuma County	유마 카운티
Silsbee	실즈비
Sims	심스
Finch	핀치
oxytrol system	옥시트롤시스템
Laurens County	로렌스 카운티
Radford	래드포드
Erin Springs	에린스프링스
time card	타임카드
Gozzoli	고촐리
Dewey County	듀이 카운티
Plethon	플레톤
West Hollywood	웨스트 할리우드
Faith	페이스
Independence	인디펜던스
caprolactam	카프로락탐
Rehoboth Beach	레호보스비치
Latex	라텍스
Pinellas Park	파이넬러스파크
Willimantic	윌리맨틱
Shlomo Benizri	슐로모 베니즈리
Moseley	모즐리
Townsend	타운센드
Nicholls	니컬스
Tyler	타일러
Alor Setar	아로세터
Thorn Hill	손 힐
Rauschenbusch	라우션부시
Ellington	엘링턴
Cassoday	캐서데이
Parmer	파머
Ralph	레이프
Williams	윌리엄스
Palm Beach Gardens	팜비치가든스
Martin	마틴
Mardela Springs	마델라 스프링스
Foster County	포스터 카운티
pain clinic	페인클리닉
Newton Falls	뉴턴폴스
kiloton	킬로톤
Owl Creek	오울 크리크
White Oak	화이트 오크
pin tuck	핀턱
Schlegel	슐레겔
Oyster Bay	오이스터 베이
Morgan County	모건 카운티
cushion	쿠션
Cherokee	체로키
Dan	댄
homogenizer	호모지나이저
Wolfensohn	울펀슨
pH	피에이치
Palos Hills	팰로스 힐스
elastica	엘라스티카
amoeba limax	아메바리막스
Bertram	버트럼
canter	캔터
De Mille	데밀
mannequin	마네킹
Little Falls	리틀폴스
Burnet County	버넷 카운티
squeegee	스퀴지
Belvoir	벨부아
ethyl cellulose	에틸셀룰로오스
Falcon	팔콘
Nepton	넵턴
Jin Air	진에어
Hanford	핸포드
ADL	에이디엘
Debar	데바르
Retreat	리트리트
knocking on	노킹온
Toms River	톰스 리버
Sabine	서빈
Amon	아몬
Scandinavia	스칸디나비아
Bluffdale	블러프데일
Forestville	포레스트빌
Bloomington	블루밍턴
Roxbury	록스베리
Danton	당통
cross-rate	크로스레이트
sonic chamber	소닉체임버
in-goal	인골
Roy	로이
Poehler	폴러
Germanicus Caesar	게르마니쿠스 카이사르
Brad	브래드
Begich	베기치
Adams County	애덤스 카운티
ginger cake	진저케이크
Lehmann	레만
dragline	드래그라인
Grove	그로브
Utah	유타
Tando Velaphi	탄도 벨라피
Rick	릭
Sannazzaro	산나차로
Johnstown	존스타운
East Lynn	이스트 린
cashmere	캐시미어
journalism	저널리즘
Logan	로건
parton	파톤
Harold	해럴드
Hunterdon County	헌터든 카운티
shadow stripe	섀도스트라이프
Hugh Marston	휴 마스턴
John Wesley	존 웨슬리
sweet orange	스위트오렌지
Hope	호프
Appleton	애플턴
Stewart	스튜어트
Rapid River	래피드 리버
wanted	원티드
Toledo	털리도
O'Neals	오닐즈
audio video interleaving	오디오비디오인터리빙
Sylvania	실베이니아
Eichengreen	아이컨그린
Pfeffer	페퍼
Walnut	월넛
Tesla coil	테슬라코일
Ferry County	페리 카운티
sandal	샌들
Lakin	라킨
precast concrete	프리캐스트콘크리트
noise	노이즈
Saint Johns	세인트존스
Troupsburg	트룹스버그
Blue Eye	블루아이
Cele	셀리
Tyrone	타이론
subway	서브웨이
Maudgalyayana	마우드갈리아야나
Bartow	바토
index	인덱스
Virginia Hills	버지니아 힐스
Murfreesboro	무프리스버러
mahogany	마호가니
Price	프라이스
Surabaya	수라바야
Abbott	애벗
hand brake	핸드브레이크
Ruth	루스
Oran	오란
Henrik Pontoppidan	헨리크 폰토피단
Conesus	코네서스
Bardin	바딘
Rochelle	로셸
McKinley	맥킨리
Le Sueur	르 쉬외르
Carroll County	캐럴 카운티
Rodney Slater	로드니 슬레이터
Chula	출라
public school	퍼블릭스쿨
Gumlog	검로그
Stephanopoulos	스테퍼노펄러스
Joannie	조아니
Scioto	사이오터
Federal Way	페더럴 웨이
Ruma	루마
Rocky Creek	로키 크리크
Chichester	치체스터
Oakbrook Terrace	오크브룩 테라스
footwork	풋워크
Brian	브라이언
Proctor	프록터
Louisiana	루이지애나
scavenger	스캐빈저
Robert	로버트
normal	노멀
Cyrus	사이러스
Mount Rainier	마운트 레이니어
TASI	타시
Cadiz	커디즈
Watertown	워터타운
anthem	앤섬
napkin	냅킨
Brainerd	브레이너드
Alledonia	알레도니아
Garrett	개릿
Carrothers	캐로서스
Anderson	앤더슨
Enfield	엔필드
Bengal	벵골
triose	트리오스
Linn	린
Vancouver	밴쿠버
social	소셜
before	비포
motor siren	모터사이렌
Estill	에스틸
Taloga	탈로가
Wilmot	윌멋
Terman	터먼
inplant	인플랜트
Wood County	우드 카운티
Sahuarita	사후아리타
Barry County	배리 카운티
Pine Brook	파인 브룩
Whately	웨이틀리
polo	폴로
shadow work	섀도워크
Newark	뉴어크
Taylor County	테일러 카운티
Sloane	슬론
Beach City	비치시티
conchoid	콘코이드
Gladstone	글래드스톤
McKenzie	매켄지
consonance	콘소넌스
Worthington	워싱턴
Daley	데일리
Stuart	스튜어트
Owen Sound	오언사운드
Grenada	그레나다
Two Buttes	투 뷰츠
core matrix	코어매트릭스
Custer County	커스터 카운티
Topsfield	탑스필드
Corinth game	코린트 게임
Avril	애브릴
helium	헬륨
Oxnard	옥스나드
Louisa County	루이자 카운티
Yell County	옐 카운티
Teays	티이스
Snipe	스나이프
Feyder	페데
open reel	오픈릴
Sherburne County	셔번 카운티
Bibiena	비비에나
Shipman	시프먼
Elgin	엘긴
frock coat	프록코트
LPG	엘피지
Noti	노티
Beaver	비버
Eagan	이건
Pleasant Hill	플레전트 힐
cokeite	코카이트
coining	코이닝
Samos	사모스
Ocean	오션
PRT	피아르티
jazz guitar	재즈기타
Wright	라이트
Cobden	코브던
Burlington County	벌링턴 카운티
self	셀프
Glasgow	글래스고
framing	프레이밍
Weston Lakes	웨스턴레이크스
Brooks	브룩스
Lanton	랜턴
Eagleville	이글빌
Kings	킹스
motor grader	모터그레이더
Leloir	를루아르
Tamina	타미나
Bode	보데
Stagecoach	스테이지코치
castanet	캐스터넷
Pulci	풀치
Bartley	바틀리
Porterdale	포터데일
Twin Lakes	트윈 레이크스
Brandon	브랜던
Brandon	브랜던
Schmitt	슈미트
Oasis	오아시스
Tower City	타워 시티
bromoform	브로모포름
Ord	오드
Somerset	서머싯
Luke	루크
Mount Morgan	마운트 모건
Holbrook	홀브룩
Savoy	사보이
foul tip	파울팁
Tablet	태블릿
Mount Washington	마운트 워싱턴
Edward	에드워드
Giusti	주스티
ice show	아이스쇼
haute couture	오트 쿠튀르
green card	그린카드
Dockery	도커리
Peterman	피터맨
Argelander	아르겔란더
Smyth	스미스
oilskin	오일스킨
shoes	슈즈
Mathieu	마티외
digitizer	디지타이저
Commerce City	커머스 시티
grizzly	그리즐리
Teague	티그
Michael	마이클
Argonne	아르곤
black coffee	블랙커피
macadam	머캐덤
three C	스리시
Hicora	하이코라
Horus	호루스
proxy	프락시
hot oil	핫오일
Cameron	캐머런
Empson	엠프슨
Ferndale	펀데일
Linz	린츠
Belmopan	벨모판
Lysacek	라이서첵
Winfield	윈필드
Turner	터너
rutabaga	루타바가
Grenier	그레니에이
Cocke	코크
Jeffrey	제프리
Concord	콩코드
Huff	허프
Ogle	오글
Chenal	체널
Mustang	무스탱
Swift	스위프트
Timber Lakes	팀버레이크스
Hepplewhite	헤플화이트
North Salt Lake	노스솔트레이크
win	윈
Mount Olivet	마운트올리벳
Darrington	달링턴
mega	메가
Genoa	제노아
Sisquoc	시스크
Winneshiek	위너시크
Massinger	매신저
Jayson	제이슨
duo	듀오
Spring Valley Village	스플이밸리빌리지
Pepper	페퍼
