prefix	input_text	target_text
kor to eng	멜라토닌	melatonin
eng to kor	Cordesman	코더스먼
kor to eng	코더스먼	Cordesman
eng to kor	Wellington	웰링턴
kor to eng	웰링턴	Wellington
eng to kor	Empire	엠파이어
kor to eng	엠파이어	Empire
eng to kor	disclosure	디스클로저
kor to eng	디스클로저	disclosure
eng to kor	Talmud	탈무드
kor to eng	탈무드	Talmud
eng to kor	NCNA	엔시엔에이
kor to eng	엔시엔에이	NCNA
eng to kor	Sudatta	수닷타
kor to eng	수닷타	Sudatta
eng to kor	Forest City	포레스트 시티
kor to eng	포레스트 시티	Forest City
eng to kor	Volusia County	볼루시아 카운티
kor to eng	볼루시아 카운티	Volusia County
eng to kor	Karakorum Highway	카라코룸하이웨이
kor to eng	카라코룸하이웨이	Karakorum Highway
eng to kor	Ketchum	케첨
kor to eng	케첨	Ketchum
eng to kor	Amos	아모스
kor to eng	아모스	Amos
eng to kor	Dix	딕스
kor to eng	딕스	Dix
eng to kor	Wolcott	월코트
kor to eng	월코트	Wolcott
eng to kor	Whitefish	화이트피쉬
kor to eng	화이트피쉬	Whitefish
eng to kor	Arkansas City	아캔자스시티
kor to eng	아캔자스시티	Arkansas City
eng to kor	FERN	펀
kor to eng	펀	FERN
eng to kor	Atwood	앳우드
kor to eng	앳우드	Atwood
eng to kor	Goodville	굿빌
kor to eng	굿빌	Goodville
eng to kor	Oneida	오네이다
kor to eng	오네이다	Oneida
eng to kor	Etoile	에투알
kor to eng	에투알	Etoile
eng to kor	Adams	애덤스
kor to eng	애덤스	Adams
eng to kor	South Boston	사우스 보스턴
kor to eng	사우스 보스턴	South Boston
eng to kor	George Louis Palmella Busson	조지 루이스 팰멜라 뷰손
kor to eng	조지 루이스 팰멜라 뷰손	George Louis Palmella Busson
eng to kor	Biot	비오
kor to eng	비오	Biot
eng to kor	pants	팬츠
kor to eng	팬츠	pants
eng to kor	Geer	기어
kor to eng	기어	Geer
eng to kor	Katharine	캐서린
kor to eng	캐서린	Katharine
eng to kor	Briaroaks	브라이어오크스
kor to eng	브라이어오크스	Briaroaks
eng to kor	Woodstock	우드스톡
kor to eng	우드스톡	Woodstock
eng to kor	Lowry	라우리
kor to eng	라우리	Lowry
eng to kor	Caps	캡스
kor to eng	캡스	Caps
eng to kor	Grand Junction	그랜드 정션
kor to eng	그랜드 정션	Grand Junction
eng to kor	Loveville	러브빌
kor to eng	러브빌	Loveville
eng to kor	Walden	월든
kor to eng	월든	Walden
eng to kor	Mattoon	머툰
kor to eng	머툰	Mattoon
eng to kor	Boulder	볼더
kor to eng	볼더	Boulder
eng to kor	Seifert	사이페르트
kor to eng	사이페르트	Seifert
eng to kor	upgrade	업그레이드
kor to eng	업그레이드	upgrade
eng to kor	Grenville	그렌빌
kor to eng	그렌빌	Grenville
eng to kor	Hopewell	호프웰
kor to eng	호프웰	Hopewell
eng to kor	tie break	타이브레이크
kor to eng	타이브레이크	tie break
eng to kor	Cash	캐시
kor to eng	캐시	Cash
eng to kor	Lackawanna County	래커워너 카운티
kor to eng	래커워너 카운티	Lackawanna County
eng to kor	flow sheet	플로시트
kor to eng	플로시트	flow sheet
eng to kor	Martin	마틴
kor to eng	마틴	Martin
eng to kor	collimator	콜리메이터
kor to eng	콜리메이터	collimator
eng to kor	Campo	캄포
kor to eng	캄포	Campo
eng to kor	Chisholm	치점
kor to eng	치점	Chisholm
eng to kor	Maple Bay	메이플 베이
kor to eng	메이플 베이	Maple Bay
eng to kor	Effingham	에핑엄
kor to eng	에핑엄	Effingham
eng to kor	Jarrod Bannister	재러드 배니스터
kor to eng	재러드 배니스터	Jarrod Bannister
eng to kor	Amherst	애머스트
kor to eng	애머스트	Amherst
eng to kor	Alan	알란
kor to eng	알란	Alan
eng to kor	Amboy	앰보이
kor to eng	앰보이	Amboy
eng to kor	celloyarn	셀로얀
kor to eng	셀로얀	celloyarn
eng to kor	belly roll	벨리롤
kor to eng	벨리롤	belly roll
eng to kor	Stringer	스트링어
kor to eng	스트링어	Stringer
eng to kor	Lansing	랜싱
kor to eng	랜싱	Lansing
eng to kor	rubidium	스트론튬
kor to eng	스트론튬	rubidium
eng to kor	Campbell County	캠벨 카운티
kor to eng	캠벨 카운티	Campbell County
eng to kor	Deacon	디컨
kor to eng	디컨	Deacon
eng to kor	Shallotte	샬럿
kor to eng	샬럿	Shallotte
eng to kor	Taylor County	테일러 카운티
kor to eng	테일러 카운티	Taylor County
eng to kor	Liberty	리버티
kor to eng	리버티	Liberty
eng to kor	St. Mary Parish	세인트 메리 패리시
kor to eng	세인트 메리 패리시	St. Mary Parish
eng to kor	sociodrama	소셔드라마
kor to eng	소셔드라마	sociodrama
eng to kor	Glascock County	글래스콕 카운티
kor to eng	글래스콕 카운티	Glascock County
eng to kor	Alison	앨리슨
kor to eng	앨리슨	Alison
eng to kor	grinding mill	그라인딩밀
kor to eng	그라인딩밀	grinding mill
eng to kor	Lizton	리즈턴
kor to eng	리즈턴	Lizton
eng to kor	index	인덱스
kor to eng	인덱스	index
eng to kor	Colebrook	콜브룩
kor to eng	콜브룩	Colebrook
eng to kor	Wolf River	울프리버
kor to eng	울프리버	Wolf River
eng to kor	VLF	브이엘에프
kor to eng	브이엘에프	VLF
eng to kor	Ritter	리터
kor to eng	리터	Ritter
eng to kor	Durand	듀랜드
kor to eng	듀랜드	Durand
eng to kor	Amber	앰버
kor to eng	앰버	Amber
eng to kor	tunicle	튜니클
kor to eng	튜니클	tunicle
eng to kor	Withrow	위스로
kor to eng	위스로	Withrow
eng to kor	Delacroix Island	델라크록스 아일랜드
kor to eng	델라크록스 아일랜드	Delacroix Island
eng to kor	Caledonia	칼레도니아
kor to eng	칼레도니아	Caledonia
eng to kor	Metcalfe	메트컬프
kor to eng	메트컬프	Metcalfe
eng to kor	cracking	크래킹
kor to eng	크래킹	cracking
eng to kor	Branford	브랜퍼드
kor to eng	브랜퍼드	Branford
eng to kor	chance	찬스
kor to eng	찬스	chance
eng to kor	Tappahannock	태퍼해녹
kor to eng	태퍼해녹	Tappahannock
eng to kor	Wise County	와이즈 카운티
kor to eng	와이즈 카운티	Wise County
eng to kor	country	컨트리
kor to eng	컨트리	country
eng to kor	Tirolean hat	티롤리언해트
kor to eng	티롤리언해트	Tirolean hat
eng to kor	Bristol	브리스톨
kor to eng	브리스톨	Bristol
eng to kor	Jaczko	야스코
kor to eng	야스코	Jaczko
eng to kor	Ruch	루크
kor to eng	루크	Ruch
eng to kor	Nestroy	네스트로이
kor to eng	네스트로이	Nestroy
eng to kor	Kentwood	켄트우드
kor to eng	켄트우드	Kentwood
eng to kor	Danielle	대니엘
kor to eng	대니엘	Danielle
eng to kor	Crandall	크랜달
kor to eng	크랜달	Crandall
eng to kor	La Jolla	라호이아
kor to eng	라호이아	La Jolla
eng to kor	Surrey	서리
kor to eng	서리	Surrey
eng to kor	spermatin	스페르마틴
kor to eng	스페르마틴	spermatin
eng to kor	McKinley	맥킨리
kor to eng	맥킨리	McKinley
eng to kor	Buffalo	버펄로
kor to eng	버펄로	Buffalo
eng to kor	Harvard	하버드
kor to eng	하버드	Harvard
eng to kor	main event	메인이벤트
kor to eng	메인이벤트	main event
eng to kor	scroll	스크롤
kor to eng	스크롤	scroll
eng to kor	magma	마그마
kor to eng	마그마	magma
eng to kor	Dublin	더블린
kor to eng	더블린	Dublin
eng to kor	McCulloch	매컬러
kor to eng	매컬러	McCulloch
eng to kor	Carthage	카티지
kor to eng	카티지	Carthage
eng to kor	Corwin	코윈
kor to eng	코윈	Corwin
eng to kor	waitress	웨이트리스
kor to eng	웨이트리스	waitress
eng to kor	piston rod	피스톤로드
kor to eng	피스톤로드	piston rod
eng to kor	Yeso	예소
kor to eng	예소	Yeso
eng to kor	Apple Valley	애플밸리
kor to eng	애플밸리	Apple Valley
eng to kor	hacking	해킹
kor to eng	해킹	hacking
eng to kor	Gerald	서 제럴드
kor to eng	서 제럴드	Gerald
eng to kor	Rosebud	로즈버드
kor to eng	로즈버드	Rosebud
eng to kor	Highland	하일랜드
kor to eng	하일랜드	Highland
eng to kor	Morrow County	모로 카운티
kor to eng	모로 카운티	Morrow County
eng to kor	partner	파트너
kor to eng	파트너	partner
eng to kor	Yetter	예터
kor to eng	예터	Yetter
eng to kor	taro	타로
kor to eng	타로	taro
eng to kor	Falling Waters	폴링 워터스
kor to eng	폴링 워터스	Falling Waters
eng to kor	Huber	후버
kor to eng	후버	Huber
eng to kor	Brooker	브루커
kor to eng	브루커	Brooker
eng to kor	Grace	그레이스
kor to eng	그레이스	Grace
eng to kor	Naidu	나이두
kor to eng	나이두	Naidu
eng to kor	Mason	메이슨
kor to eng	메이슨	Mason
eng to kor	colistin	콜리스틴
kor to eng	콜리스틴	colistin
eng to kor	Deer Lodge	디어 로지
kor to eng	디어 로지	Deer Lodge
eng to kor	Bezos	베저스
kor to eng	베저스	Bezos
eng to kor	My Heart Will Go On	마이 하트 윌 고 온
kor to eng	마이 하트 윌 고 온	My Heart Will Go On
eng to kor	skydiver	스카이다이버
kor to eng	스카이다이버	skydiver
eng to kor	Tito	티토
kor to eng	티토	Tito
eng to kor	Rowland	롤랜드
kor to eng	롤랜드	Rowland
eng to kor	Sugar Grove	슈가 그로브
kor to eng	슈가 그로브	Sugar Grove
eng to kor	Los Altos Hills	로스 알토스 힐
kor to eng	로스 알토스 힐	Los Altos Hills
eng to kor	Oakdale	오크데일
kor to eng	오크데일	Oakdale
eng to kor	ANN	앤
kor to eng	앤	ANN
eng to kor	Orient	오리엔트
kor to eng	오리엔트	Orient
eng to kor	Fort Monroe	포트먼로
kor to eng	포트먼로	Fort Monroe
eng to kor	groove	그루브
kor to eng	그루브	groove
eng to kor	myoglobin	미오글로빈
kor to eng	미오글로빈	myoglobin
eng to kor	Warrior	워리어
kor to eng	워리어	Warrior
eng to kor	River Pines	리버 파인즈
kor to eng	리버 파인즈	River Pines
eng to kor	royal box	로열박스
kor to eng	로열박스	royal box
eng to kor	Wellington	웰링턴
kor to eng	웰링턴	Wellington
eng to kor	Livermore Falls	리버모어 폴스
kor to eng	리버모어 폴스	Livermore Falls
eng to kor	Patterson	패터슨
kor to eng	패터슨	Patterson
eng to kor	Gary City	게리시티
kor to eng	게리시티	Gary City
eng to kor	Anaconda	애너콘다
kor to eng	애너콘다	Anaconda
eng to kor	Piedmont	피드몬트
kor to eng	피드몬트	Piedmont
eng to kor	Robert	로버트
kor to eng	로버트	Robert
eng to kor	Darlington	달링턴
kor to eng	달링턴	Darlington
eng to kor	Nacogdoches	내커도치스
kor to eng	내커도치스	Nacogdoches
eng to kor	Curt	커트
kor to eng	커트	Curt
eng to kor	Oxford	옥스퍼드
kor to eng	옥스퍼드	Oxford
eng to kor	Bowen	보언
kor to eng	보언	Bowen
eng to kor	Paterson	패터슨
kor to eng	패터슨	Paterson
eng to kor	USM	유에스엠
kor to eng	유에스엠	USM
eng to kor	Oak Valley	오크 밸리
kor to eng	오크 밸리	Oak Valley
eng to kor	cheek dance	치크댄스
kor to eng	치크댄스	cheek dance
eng to kor	Cecilton	세실턴
kor to eng	세실턴	Cecilton
eng to kor	Monroe	먼로
kor to eng	먼로	Monroe
eng to kor	gas	가스
kor to eng	가스	gas
eng to kor	graphic design	그래픽디자인
kor to eng	그래픽디자인	graphic design
eng to kor	Fundy	펀디
kor to eng	펀디	Fundy
eng to kor	Delmar	델마
kor to eng	델마	Delmar
eng to kor	Lemhi County	레미 카운티
kor to eng	레미 카운티	Lemhi County
eng to kor	South Pass City	사우스 패스 시티
kor to eng	사우스 패스 시티	South Pass City
eng to kor	banteng	반텡
kor to eng	반텡	banteng
eng to kor	Moriarty	모리어티
kor to eng	모리어티	Moriarty
eng to kor	Van Andel	밴앤덜
kor to eng	밴앤덜	Van Andel
eng to kor	Decatur	디케이터
kor to eng	디케이터	Decatur
eng to kor	Cottle	코틀
kor to eng	코틀	Cottle
eng to kor	compiler	컴파일러
kor to eng	컴파일러	compiler
eng to kor	gibberellin	지베렐린
kor to eng	지베렐린	gibberellin
eng to kor	private brand	프라이빗브랜드
kor to eng	프라이빗브랜드	private brand
eng to kor	Bath	배스
kor to eng	배스	Bath
eng to kor	bath	배스
kor to eng	배스	bath
eng to kor	absolute music	앱설루트뮤직
kor to eng	앱설루트뮤직	absolute music
eng to kor	Henri	앙리
kor to eng	앙리	Henri
eng to kor	Lorenzo	로렌조
kor to eng	로렌조	Lorenzo
eng to kor	Allegan County	앨러간 카운티
kor to eng	앨러간 카운티	Allegan County
eng to kor	Nashua	내슈아
kor to eng	내슈아	Nashua
eng to kor	Lawrenceburg	로렌스버그
kor to eng	로렌스버그	Lawrenceburg
eng to kor	jet pump	제트펌프
kor to eng	제트펌프	jet pump
eng to kor	beam compass	빔컴퍼스
kor to eng	빔컴퍼스	beam compass
eng to kor	lungi	룽기
kor to eng	룽기	lungi
eng to kor	Marey	마레
kor to eng	마레	Marey
eng to kor	kangaroo	캥거루
kor to eng	캥거루	kangaroo
eng to kor	Zimmerman	지머맨
kor to eng	지머맨	Zimmerman
eng to kor	Providence County	프로비던스 카운티
kor to eng	프로비던스 카운티	Providence County
eng to kor	Zorrilla y Moral	소리야 이 모랄
kor to eng	소리야 이 모랄	Zorrilla y Moral
eng to kor	McArthur	맥아서
kor to eng	맥아서	McArthur
eng to kor	Ibarbourou	이바르부루
kor to eng	이바르부루	Ibarbourou
eng to kor	Bartosik	바토식
kor to eng	바토식	Bartosik
eng to kor	counter hodoscope	카운터호도스코프
kor to eng	카운터호도스코프	counter hodoscope
eng to kor	Rome	롬
kor to eng	롬	Rome
eng to kor	Juniata County	주니아타 카운티
kor to eng	주니아타 카운티	Juniata County
eng to kor	Hygieia	히기에이아
kor to eng	히기에이아	Hygieia
eng to kor	Novosibirsk	노보시비르스크
kor to eng	노보시비르스크	Novosibirsk
eng to kor	serve keep	서브키프
kor to eng	서브키프	serve keep
eng to kor	Elvis Aaron Presley	엘비스 에런 프레슬리
kor to eng	엘비스 에런 프레슬리	Elvis Aaron Presley
eng to kor	Grandfalls	그랜드폴스
kor to eng	그랜드폴스	Grandfalls
eng to kor	Killeen	킬린
kor to eng	킬린	Killeen
eng to kor	surfing rider	서핑 라이더
kor to eng	서핑 라이더	surfing rider
eng to kor	Calio	칼리오
kor to eng	칼리오	Calio
eng to kor	hollow back	홀로백
kor to eng	홀로백	hollow back
eng to kor	Jakin	제이킨
kor to eng	제이킨	Jakin
eng to kor	Whitesburg	화이츠버그
kor to eng	화이츠버그	Whitesburg
eng to kor	middle hole	미들홀
kor to eng	미들홀	middle hole
eng to kor	Robinson	로빈슨
kor to eng	로빈슨	Robinson
eng to kor	Fish Lake	피시 레이크
kor to eng	피시 레이크	Fish Lake
eng to kor	Unalaska	우날래스카
kor to eng	우날래스카	Unalaska
eng to kor	Ardmore	아드모어
kor to eng	아드모어	Ardmore
eng to kor	cooling system	쿨링시스템
kor to eng	쿨링시스템	cooling system
eng to kor	Roy	로이
kor to eng	로이	Roy
eng to kor	Fairy	페어리
kor to eng	페어리	Fairy
eng to kor	Dhani	대니
kor to eng	대니	Dhani
eng to kor	turtle neck	터틀넥
kor to eng	터틀넥	turtle neck
eng to kor	talk show	토크쇼
kor to eng	토크쇼	talk show
eng to kor	Clyde	클라이드
kor to eng	클라이드	Clyde
eng to kor	pica	파이카
kor to eng	파이카	pica
eng to kor	Redgrave	레드그레이브
kor to eng	레드그레이브	Redgrave
eng to kor	Macclenny	맥클레니
kor to eng	맥클레니	Macclenny
eng to kor	fill-up right	필업라이트
kor to eng	필업라이트	fill-up right
eng to kor	James	제임스
kor to eng	제임스	James
eng to kor	Silvis	실비스
kor to eng	실비스	Silvis
eng to kor	morphactin	모르팍틴
kor to eng	모르팍틴	morphactin
eng to kor	brace	브레이스
kor to eng	브레이스	brace
eng to kor	Clarita	클래리타
kor to eng	클래리타	Clarita
eng to kor	Snowville	스노빌
kor to eng	스노빌	Snowville
eng to kor	Greenfield	그린필드
kor to eng	그린필드	Greenfield
eng to kor	Simplon Tunnel	심플론터널
kor to eng	심플론터널	Simplon Tunnel
eng to kor	Equality	이퀄리티
kor to eng	이퀄리티	Equality
eng to kor	Pushan	푸샨
kor to eng	푸샨	Pushan
eng to kor	Great Bear	그레이트베어
kor to eng	그레이트베어	Great Bear
eng to kor	hepatotoxin	헤파토톡신
kor to eng	헤파토톡신	hepatotoxin
eng to kor	Lock Haven	록 헤이븐
kor to eng	록 헤이븐	Lock Haven
eng to kor	source program	소스프로그램
kor to eng	소스프로그램	source program
eng to kor	Gough	고프
kor to eng	고프	Gough
eng to kor	Holliston	홀리스턴
kor to eng	홀리스턴	Holliston
eng to kor	bottom fashion	보텀패션
kor to eng	보텀패션	bottom fashion
eng to kor	Lexington	렉싱턴
kor to eng	렉싱턴	Lexington
eng to kor	overlay	오버레이
kor to eng	오버레이	overlay
eng to kor	governor	거버너
kor to eng	거버너	governor
eng to kor	Gilberts	길버츠
kor to eng	길버츠	Gilberts
eng to kor	Gloria	글로리아
kor to eng	글로리아	Gloria
eng to kor	St. Charles	세인트찰스
kor to eng	세인트찰스	St. Charles
eng to kor	drilling machine	드릴링머신
kor to eng	드릴링머신	drilling machine
eng to kor	Elysian	엘리시안
kor to eng	엘리시안	Elysian
eng to kor	Fabius Maximus Cunctator	파비우스
kor to eng	파비우스	Fabius Maximus Cunctator
eng to kor	Carefree	케어프리
kor to eng	케어프리	Carefree
eng to kor	Berry	베리
kor to eng	베리	Berry
eng to kor	Hart	하트
kor to eng	하트	Hart
eng to kor	Washington County	워싱턴 카운티
kor to eng	워싱턴 카운티	Washington County
eng to kor	fetishism	페티시즘
kor to eng	페티시즘	fetishism
eng to kor	Leggett	레깃
kor to eng	레깃	Leggett
eng to kor	Strasburg	스트라스버그
kor to eng	스트라스버그	Strasburg
eng to kor	referee	레퍼리
kor to eng	레퍼리	referee
eng to kor	Indialantic	인디앨란틱
kor to eng	인디앨란틱	Indialantic
eng to kor	Paradise	패러다이스
kor to eng	패러다이스	Paradise
eng to kor	Mazda	마즈다
kor to eng	마즈다	Mazda
eng to kor	Indianola	인디애놀라
kor to eng	인디애놀라	Indianola
eng to kor	Gantt	갠트
kor to eng	갠트	Gantt
eng to kor	Macon	메이컨
kor to eng	메이컨	Macon
eng to kor	Ardmore	아드모어
kor to eng	아드모어	Ardmore
eng to kor	Monterville	몬터빌
kor to eng	몬터빌	Monterville
eng to kor	minicomputer	미니컴퓨터
kor to eng	미니컴퓨터	minicomputer
eng to kor	grapefruit	그레이프프루트
kor to eng	그레이프프루트	grapefruit
eng to kor	New Canaan	뉴케이넌
kor to eng	뉴케이넌	New Canaan
eng to kor	Sault Saint Marie	수세인트마리
kor to eng	수세인트마리	Sault Saint Marie
eng to kor	grout curtain	그라우트커튼
kor to eng	그라우트커튼	grout curtain
eng to kor	Newport	뉴포트
kor to eng	뉴포트	Newport
eng to kor	Phillips	필립스
kor to eng	필립스	Phillips
eng to kor	Blaine	블레인
kor to eng	블레인	Blaine
eng to kor	Juno	주노
kor to eng	주노	Juno
eng to kor	labetalol	라베탈롤
kor to eng	라베탈롤	labetalol
eng to kor	Kent	켄트
kor to eng	켄트	Kent
eng to kor	Macy	메이시
kor to eng	메이시	Macy
eng to kor	ectoplasm	엑토플라즘
kor to eng	엑토플라즘	ectoplasm
eng to kor	Cary	캐리
kor to eng	캐리	Cary
eng to kor	Springville	스프링빌
kor to eng	스프링빌	Springville
eng to kor	Forest Hill	포리스트힐
kor to eng	포리스트힐	Forest Hill
eng to kor	squib	스퀴브
kor to eng	스퀴브	squib
eng to kor	Calumet County	캘류멧 카운티
kor to eng	캘류멧 카운티	Calumet County
eng to kor	Grants Pass	그랜츠패스
kor to eng	그랜츠패스	Grants Pass
eng to kor	Sanderson	샌더슨
kor to eng	샌더슨	Sanderson
eng to kor	Salt Lake County	솔트 레이크 카운티
kor to eng	솔트 레이크 카운티	Salt Lake County
eng to kor	TTS rate	티티에스 레이트
kor to eng	티티에스 레이트	TTS rate
eng to kor	Capella	카펠라
kor to eng	카펠라	Capella
eng to kor	solid	솔리드
kor to eng	솔리드	solid
eng to kor	St. Ignatius	세인트 이그나티우스
kor to eng	세인트 이그나티우스	St. Ignatius
eng to kor	Lamar	라마
kor to eng	라마	Lamar
eng to kor	Brookeland	브루클랜드
kor to eng	브루클랜드	Brookeland
eng to kor	Eisner	아이스너
kor to eng	아이스너	Eisner
eng to kor	Chickasaw County	치카소 카운티
kor to eng	치카소 카운티	Chickasaw County
eng to kor	true color	트루컬러
kor to eng	트루컬러	true color
eng to kor	show	쇼
kor to eng	쇼	show
eng to kor	dummy	더미
kor to eng	더미	dummy
eng to kor	Jena	제나
kor to eng	제나	Jena
eng to kor	Boyle County	보일 카운티
kor to eng	보일 카운티	Boyle County
eng to kor	deep learning	딥러닝
kor to eng	딥러닝	deep learning
eng to kor	Virginia	버지니아
kor to eng	버지니아	Virginia
eng to kor	Calumet	캘류멧
kor to eng	캘류멧	Calumet
eng to kor	Hooksett	후크세트
kor to eng	후크세트	Hooksett
eng to kor	North Manchester	노스 맨체스터
kor to eng	노스 맨체스터	North Manchester
eng to kor	Wibaux	위보
kor to eng	위보	Wibaux
eng to kor	Fort Pierce	포트피어스
kor to eng	포트피어스	Fort Pierce
eng to kor	Vickery	비커리
kor to eng	비커리	Vickery
eng to kor	Odessa	오데사
kor to eng	오데사	Odessa
eng to kor	Roberts	로버츠
kor to eng	로버츠	Roberts
eng to kor	love love simulation	러브러브시뮬레이션
kor to eng	러브러브시뮬레이션	love love simulation
eng to kor	Tallulah Falls	탈룰라 폴스
kor to eng	탈룰라 폴스	Tallulah Falls
eng to kor	Clearlake	클리어레이크
kor to eng	클리어레이크	Clearlake
eng to kor	Bulman	불먼
kor to eng	불먼	Bulman
eng to kor	Bird Island	버드 아일랜드
kor to eng	버드 아일랜드	Bird Island
eng to kor	Kurzweil	커즈와일
kor to eng	커즈와일	Kurzweil
eng to kor	hologram	홀로그램
kor to eng	홀로그램	hologram
eng to kor	ecdysone	엑디손
kor to eng	엑디손	ecdysone
eng to kor	bathe	베이드
kor to eng	베이드	bathe
eng to kor	Kastler	카스틀러
kor to eng	카스틀러	Kastler
eng to kor	metal lens	메탈렌즈
kor to eng	메탈렌즈	metal lens
eng to kor	Lacq	라크
kor to eng	라크	Lacq
eng to kor	Avon	에이번
kor to eng	에이번	Avon
eng to kor	Santa Clarita	산타클라리타
kor to eng	산타클라리타	Santa Clarita
eng to kor	Philip Warren Anderson	필립 워런 앤더슨
kor to eng	필립 워런 앤더슨	Philip Warren Anderson
eng to kor	Fallon County	폴런 카운티
kor to eng	폴런 카운티	Fallon County
eng to kor	Anthony	앤서니
kor to eng	앤서니	Anthony
eng to kor	Paonia	파오니아
kor to eng	파오니아	Paonia
eng to kor	resistate	레지스테이트
kor to eng	레지스테이트	resistate
eng to kor	Crescent City	크레센트 시티
kor to eng	크레센트 시티	Crescent City
eng to kor	Livingston	리빙스턴
kor to eng	리빙스턴	Livingston
eng to kor	miss	미스
kor to eng	미스	miss
eng to kor	inner	이너
kor to eng	이너	inner
eng to kor	word	워드
kor to eng	워드	word
eng to kor	Uncle Tom's Cabin	엉클 톰스 캐빈
kor to eng	엉클 톰스 캐빈	Uncle Tom's Cabin
eng to kor	cycle hit	사이클히트
kor to eng	사이클히트	cycle hit
eng to kor	polyvinyl alcohol	폴리비닐알코올
kor to eng	폴리비닐알코올	polyvinyl alcohol
eng to kor	car phone	카폰
kor to eng	카폰	car phone
eng to kor	q	큐
kor to eng	큐	q
eng to kor	overskirt	오버스커트
kor to eng	오버스커트	overskirt
eng to kor	mesothorium	메소토륨
kor to eng	메소토륨	mesothorium
eng to kor	amateur	아마추어
kor to eng	아마추어	amateur
eng to kor	Northport	노스포트
kor to eng	노스포트	Northport
eng to kor	corner out	코너아웃
kor to eng	코너아웃	corner out
eng to kor	drip	드립
kor to eng	드립	drip
eng to kor	wrap coat	랩코트
kor to eng	랩코트	wrap coat
eng to kor	ice push	아이스푸시
kor to eng	아이스푸시	ice push
eng to kor	chip	칩
kor to eng	칩	chip
eng to kor	QC	큐시
kor to eng	큐시	QC
eng to kor	Jeanette Kwayke	저넷 콰키
kor to eng	저넷 콰키	Jeanette Kwayke
eng to kor	Ayden	에이든
kor to eng	에이든	Ayden
eng to kor	cream	크림
kor to eng	크림	cream
eng to kor	Saint Louis	세인트루이스
kor to eng	세인트루이스	Saint Louis
eng to kor	latitude	래티튜드
kor to eng	래티튜드	latitude
eng to kor	Brown	브라운
kor to eng	브라운	Brown
eng to kor	Wichita	위치토
kor to eng	위치토	Wichita
eng to kor	River Heights	리버하이츠
kor to eng	리버하이츠	River Heights
eng to kor	Mark	마크
kor to eng	마크	Mark
eng to kor	Irwin	어윈
kor to eng	어윈	Irwin
eng to kor	Zimbabwe	짐바브웨
kor to eng	짐바브웨	Zimbabwe
eng to kor	Rio Dell	리오 델
kor to eng	리오 델	Rio Dell
eng to kor	South Lyon	사우스 라이언
kor to eng	사우스 라이언	South Lyon
eng to kor	Smith County	스미스 카운티
kor to eng	스미스 카운티	Smith County
eng to kor	Longtown	롱타운
kor to eng	롱타운	Longtown
eng to kor	sporty	스포티
kor to eng	스포티	sporty
eng to kor	Maple Valley	메이플밸리
kor to eng	메이플밸리	Maple Valley
eng to kor	Pelopidas	펠로피다스
kor to eng	펠로피다스	Pelopidas
eng to kor	Guccione	구초네
kor to eng	구초네	Guccione
eng to kor	Michael	마이클
kor to eng	마이클	Michael
eng to kor	Oakford	오크퍼드
kor to eng	오크퍼드	Oakford
eng to kor	Wolfe County	울프 카운티
kor to eng	울프 카운티	Wolfe County
eng to kor	Impact	임팩트
kor to eng	임팩트	Impact
eng to kor	Murrieta	뮤리에타
kor to eng	뮤리에타	Murrieta
eng to kor	debugging	디버깅
kor to eng	디버깅	debugging
eng to kor	keyer	키어
kor to eng	키어	keyer
eng to kor	reamer punch	리머펀치
kor to eng	리머펀치	reamer punch
eng to kor	Waveland	웨이브랜드
kor to eng	웨이브랜드	Waveland
eng to kor	Haushofer	하우스호퍼
kor to eng	하우스호퍼	Haushofer
eng to kor	baton	배턴
kor to eng	배턴	baton
eng to kor	backstretch	백스트레치
kor to eng	백스트레치	backstretch
eng to kor	Ehrlich	에를리히
kor to eng	에를리히	Ehrlich
eng to kor	lobster	랍스터
kor to eng	랍스터	lobster
eng to kor	Vincennes	빈센스
kor to eng	빈센스	Vincennes
eng to kor	franchise system	프랜차이즈시스템
kor to eng	프랜차이즈시스템	franchise system
eng to kor	Stull	스털
kor to eng	스털	Stull
eng to kor	noradrenalin	노르아드레날린
kor to eng	노르아드레날린	noradrenalin
eng to kor	Spokane	스포케인
kor to eng	스포케인	Spokane
eng to kor	all game	올게임
kor to eng	올게임	all game
eng to kor	Sherwood Forest	셔우드 포레스트
kor to eng	셔우드 포레스트	Sherwood Forest
eng to kor	Adobe Flash	어도비 플래시
kor to eng	어도비 플래시	Adobe Flash
eng to kor	Addison	애디슨
kor to eng	애디슨	Addison
eng to kor	Goondiwindi	군두윈디
kor to eng	군두윈디	Goondiwindi
eng to kor	Oneida County	오나이더 카운티
kor to eng	오나이더 카운티	Oneida County
eng to kor	Enterprise	엔터프라이즈
kor to eng	엔터프라이즈	Enterprise
eng to kor	Clearview	클리어뷰
kor to eng	클리어뷰	Clearview
eng to kor	Abegg	아베크
kor to eng	아베크	Abegg
eng to kor	Adolphus	아돌퍼스
kor to eng	아돌퍼스	Adolphus
eng to kor	Mizpah	미즈파
kor to eng	미즈파	Mizpah
eng to kor	Provo	프로보
kor to eng	프로보	Provo
eng to kor	Joey	조이
kor to eng	조이	Joey
eng to kor	Coffee County	커피 카운티
kor to eng	커피 카운티	Coffee County
eng to kor	tornado	토네이도
kor to eng	토네이도	tornado
